MET_ID	1	10	11	100	101	110	111	Volume corrected	min_dist	max_dist	mean_dist	Nearest Vessel Thickness	Vessel Volume	Clone1	Clone2	Clone3	Clone4	Clone5	Clone6	Clone7	Volume	Box.X.Min	Box.X.Max	Box.Y.Min	Box.Y.Max	Box.Z.Min	Box.Z.Max	MetNum_that_touches	number_of_touchPoints	total_touching_volume	total_touching_surface_area/2	centroid_x	centroid_y	centroid_z
297	0.003093831	0.0	0.0	0.996906169	0.0	0.0	0.0	845501.3775000001	0.0	85.52531996	26.00443347	10.278154	635757.138	1	0	0	1	0	0	0	21656	426	495	1561	1677	17	97	297.0	32.0	9333.863	3234.5608	460.5	1619.0	57.0
10900	0.969116333	0.0	0.0	0.030883667	0.0	0.0	0.0	23298294.888	0.0	160.3386882	53.55115807	21.898066	6578342.63	1	0	0	1	0	0	0	596744	349	518	609	741	197	443	10900.0	197.0	157582.164	42477.3674	433.5	675.0	320.0
11758	0.0	0.0	0.0	0.99662707	4.21e-06	0.003368719	0.0	9271740.933	0.0	150.1795438	65.72029639	22.902176	1995494.0	0	0	0	1	1	1	0	237479	857	942	1295	1408	209	334	11758.0	36.0	257091.298	36409.4944	899.5	1351.5	271.5
17326	0.990281865	0.0	0.009718135	0.0	0.0	0.0	0.0	1976597.6283	0.0	137.5953388	71.28341532	18.176197	120012.389	1	0	1	0	0	0	0	50627	126	199	454	512	304	393	17326.0	8.0	3983.4897	1098.2719	162.5	483.0	348.5
1839	0.978210212	0.000122644	0.0	0.021667144	0.0	0.0	0.0	955015.2008999999	0.0	140.4145681	76.55653593	11.994571	106460.714	1	1	0	1	0	0	0	24461	291	369	1159	1218	68	121	1839.0	16.0	2811.8751	1030.8109	330.0	1188.5	94.5
19706	0.767677277	0.000113457	1.26e-05	0.232190356	0.0	6.3e-06	0.0	6194070.6291000005	49.98991353	297.4189993	167.7338195	14.419876	151606.93	1	1	1	1	0	1	0	158650	768	927	424	564	352	459					847.5	494.0	405.5
19743	0.995458674	0.0	0.0	0.004541326	0.0	0.0	0.0	300899.47896	77.34172374	207.024233	156.8140996	16.330761	0.0	1	0	0	1	0	0	0	7707	867	911	452	496	353	387					889.0	474.0	370.0
19760	0.996990369	0.003009631	0.0	0.0	0.0	0.0	0.0	194587.12899	21.69733201	125.0240691	82.82092816	15.44379	48309.5755	1	1	0	0	0	0	0	4984	741	779	1558	1606	353	396					760.0	1582.0	374.5
2276	0.004107358	0.001982862	0.0	0.993874372	0.0	3.54e-05	0.0	1102634.3691	87.95584672	262.3567375	169.4014797	25.865334	0.0	1	1	0	1	0	1	0	28242	1415	1494	528	586	76	136					1454.5	557.0	106.0
21920	0.999834457	0.0	0.0	7.09e-05	9.46e-05	0.0	0.0	3301851.5424	0.0	138.8471485	79.74970211	18.527023	133993.657	1	0	0	1	1	0	0	84571	794	868	1052	1119	413	493	21920.0	12.0	3514.8438	1202.9927	831.0	1085.5	453.0
23053	0.117655448	0.760970595	0.0	0.121373957	0.0	0.0	0.0	114160684.5	0.0	231.4969084	81.13961464	18.157091	28959110.6	1	1	0	1	0	0	0	2924021	1097	1343	1064	1322	491	920	23053.0	230.0	1268429.03	174171.02	1220.0	1193.0	705.5
23197	0.0	0.603878116	0.023545706	0.279778393	0.092797784	0.0	0.0	36487155.933	0.0	186.6707626	68.50927811	16.074444	4597064.23	0	1	1	1	1	0	0	934553	161	514	211	552	511	610	23197.0	184.0	192418.172	48794.5116	337.5	381.5	560.5
23799	0.983050847	0.0	0.0	0.016949153	0.0	0.0	0.0	27641.991843	3.6591	57.27397436	33.17156038	14.789723	0.0	1	0	0	1	0	0	0	708	606	620	773	786	551	564					613.0	779.5	557.5
2410	0.021023766	0.0	0.0	0.938756856	0.0	0.040219378	0.0	42712.343325	70.27876276	119.1490352	94.43495524	37.725574	0.0	1	0	0	1	0	1	0	1094	1488	1507	547	560	78	96					1497.5	553.5	87.0
24788	0.984994229	0.015005771	0.0	0.0	0.0	0.0	0.0	101471.09714999999	65.35677649	147.9678528	117.2761387	31.456095	351.4844	1	1	0	0	0	0	0	2599	1223	1242	1211	1230	651	684					1232.5	1220.5	667.5
25260	0.144248009	0.855751991	0.0	0.0	0.0	0.0	0.0	1720323.5679	10.9773	181.9203706	111.3430709	12.812168	54167.6486	1	1	0	0	0	0	0	44063	762	807	523	628	689	775					784.5	575.5	732.0
2703	0.912718204	0.0	0.0	0.087281796	0.0	0.0	0.0	15655.9869	61.71580856	106.8878257	80.80439115	29.73479	0.0	1	0	0	1	0	0	0	401	1435	1453	574	586	82	95					1444.0	580.0	88.5
492	0.00473209	0.000660533	0.0	0.99460651	0.0	0.0	8.67e-07	45039775.608	29.01155853	387.3071666	204.073382	18.418322	726166.732	1	1	0	1	0	0	1	1153613	49	313	252	453	28	183					181.0	352.5	105.5
3308	0.998729755	0.001270245	0.0	0.0	0.0	0.0	0.0	368833.1877	0.0	135.2907371	60.03702703	10.855512	48778.2214	1	1	0	0	0	0	0	9447	359	406	456	498	91	150	3308.0	5.0	937.2917	353.4962	382.5	477.0	120.5
4473	0.965703971	0.034296029	0.0	0.0	0.0	0.0	0.0	21629.468187	62.64107967	99.505167	81.21693307	10.512307	0.0	1	1	0	0	0	0	0	554	395	407	482	499	107	123					401.0	490.5	115.0
7812	0.003204563	0.00017276	0.0	0.996622676	0.0	0.0	0.0	110283817.05	0.0	492.1779496	238.1326438	16.932276	2211656.89	1	1	0	1	0	0	0	2824722	999	1275	325	547	148	398	7812.0	23.0	20073.6636	5375.9239	1137.0	436.0	273.0
1037	0.477443609	0.522556391	0.0	0.0	0.0	0.0	0.0	10385.26812	71.41124614	102.3999795	89.66148033	9.231091	0.0	1	1	0	0	0	0	0	266	656	664	1269	1282	49	60					660.0	1275.5	54.5
9808	0.420911528	0.579088472	0.0	0.0	0.0	0.0	0.0	14562.800784	90.21031735	126.2420859	109.0997862	10.012412	0.0	1	1	0	0	0	0	0	373	404	415	578	597	174	186					409.5	587.5	180.0
12	1.0	0.0	0.0	0.0	0.0	0.0	0.0	98855.25894	61.75937861	145.2436412	109.9601122	14.465682	3710.1129	1	0	0	0	0	0	0	2532	166	214	784	802	0	24					190.0	793.0	12.0
19	1.0	0.0	0.0	0.0	0.0	0.0	0.0	59227.262171999995	0.0	87.78086442	35.75728446	18.333895	7810.764	1	0	0	0	0	0	0	1517	460	488	1167	1185	0	11	19.0	4.0	781.0764	285.8289	474.0	1176.0	5.5
22	0.0	0.0	0.0	1.0	0.0	0.0	0.0	22449.357783	54.10582098	98.48630949	79.01706981	11.960511	1640.2604	0	0	0	1	0	0	0	575	547	561	1346	1357	0	8					554.0	1351.5	4.0
23	0.0	1.0	0.0	0.0	0.0	0.0	0.0	30804.423111	110.1576898	162.4904098	135.5271942	16.400963	156.2153	0	1	0	0	0	0	0	789	946	964	1375	1386	0	24					955.0	1380.5	12.0
27	1.0	0.0	0.0	0.0	0.0	0.0	0.0	100612.16523	104.5324103	162.3594762	134.2818866	26.02683	23510.3997	1	0	0	0	0	0	0	2577	941	963	1576	1607	0	19					952.0	1591.5	9.5
39	1.0	0.0	0.0	0.0	0.0	0.0	0.0	44859.673197	53.29222328	95.94522395	72.2345334	14.681688	156.2153	1	0	0	0	0	0	0	1149	943	959	2087	2101	0	19					951.0	2094.0	9.5
40	1.0	0.0	0.0	0.0	0.0	0.0	0.0	182008187.73	0.0	368.2569733	166.5109797	21.957424	28928570.5	1	0	0	0	0	0	0	4661813	676	931	2202	2447	0	281	40.0	208.0	337698.383	71935.0723	803.5	2324.5	140.5
43	1.0	0.0	0.0	0.0	0.0	0.0	0.0	25092877.023000002	0.0	223.7894227	97.60476592	13.492033	608849.056	1	0	0	0	0	0	0	642709	420	571	2281	2431	0	94	43.0	42.0	102516.278	21459.4683	495.5	2356.0	47.0
56	1.0	0.0	0.0	0.0	0.0	0.0	0.0	54698.348259000006	119.1500972	179.8463468	143.7192189	11.058024	3358.6285	1	0	0	0	0	0	0	1401	302	324	2535	2560	0	12					313.0	2547.5	6.0
57	1.0	0.0	0.0	0.0	0.0	0.0	0.0	36777.904398	29.16748199	117.1920673	79.48742183	10.4072275	195.2691	1	0	0	0	0	0	0	942	319	354	2540	2565	0	5					336.5	2552.5	2.5
60	0.0	0.0	0.0	1.0	0.0	0.0	0.0	61686.930942	0.0	48.01113383	22.14849492	59.59963	15504.3666	0	0	0	1	0	0	0	1580	501	518	2695	2710	0	26	60.0	3.0	195.2691	83.6611	509.5	2702.5	13.0
62	0.0	0.0	0.0	1.0	0.0	0.0	0.0	12025.047294	3.6591	53.00985649	27.0026039	15.669091	1366.8837	0	0	0	1	0	0	0	308	514	524	2702	2720	0	9					519.0	2711.0	4.5
66	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1692564.4494	0.0	93.83541161	49.44415063	18.133305	173047.477	0	0	0	1	0	0	0	43352	440	486	1290	1356	1	76	66.0	19.0	10232.1009	2880.0862	463.0	1323.0	38.5
76	1.0	0.0	0.0	0.0	0.0	0.0	0.0	28500.92379	111.8291157	149.2317247	131.5675677	18.50356	624.8611	1	0	0	0	0	0	0	730	459	469	1746	1764	2	19					464.0	1755.0	10.5
100	1.0	0.0	0.0	0.0	0.0	0.0	0.0	11088.030627	9.35779222	28.44729603	19.79897663	10.837733	1718.3681	1	0	0	0	0	0	0	284	353	361	2557	2566	3	15					357.0	2561.5	9.0
116	1.0	0.0	0.0	0.0	0.0	0.0	0.0	83082.14496	62.92329631	122.8999463	97.30907424	19.735073	4608.3508	1	0	0	0	0	0	0	2128	313	332	886	909	5	31					322.5	897.5	18.0
124	1.0	0.0	0.0	0.0	0.0	0.0	0.0	40096.505115	20.27936942	70.99420187	47.13483219	12.647962	39.0538	1	0	0	0	0	0	0	1027	401	415	2494	2509	5	19					408.0	2501.5	12.0
125	1.0	0.0	0.0	0.0	0.0	0.0	0.0	22293.188334000002	44.77214925	90.92754641	67.83219109	11.117066	0.0	1	0	0	0	0	0	0	571	330	343	2547	2559	5	21					336.5	2553.0	13.0
127	0.0	0.0	0.0	1.0	0.0	0.0	0.0	21512.341107	0.0	28.03828067	12.5129507	46.524616	14684.2364	0	0	0	1	0	0	0	551	486	496	2692	2704	5	20	127.0	3.0	781.0764	286.0202	491.0	2698.0	12.5
128	1.0	0.0	0.0	0.0	0.0	0.0	0.0	36660.777309	68.50194064	125.6425853	100.222633	16.72916	1991.7448	1	0	0	0	0	0	0	939	625	639	711	729	6	22					632.0	720.0	14.0
167	1.0	0.0	0.0	0.0	0.0	0.0	0.0	16007.368158	105.9020245	140.8100855	124.8136165	13.172088	0.0	1	0	0	0	0	0	0	410	227	238	793	801	9	34					232.5	797.0	21.5
230	1.0	0.0	0.0	0.0	0.0	0.0	0.0	10424.31048	59.886711	106.0439981	78.65907815	15.739348	0.0	1	0	0	0	0	0	0	267	646	657	680	689	13	24					651.5	684.5	18.5
283	1.0	0.0	0.0	0.0	0.0	0.0	0.0	13196.318139	6.884855613	36.6734397	22.43042177	15.263149	585.8073	1	0	0	0	0	0	0	338	623	633	694	703	16	30					628.0	698.5	23.0
10241	0.0	0.0	0.0	1.0	0.0	0.0	0.0	10658.564649	0.0	25.38233562	12.46120805	11.720852	2147.9601	0	0	0	1	0	0	0	273	587	593	1146	1152	183	196	10241.0	2.0	702.9688	244.2728	590.0	1149.0	189.5
10380	1.0	0.0	0.0	0.0	0.0	0.0	0.0	17256.723714	124.9230179	158.4119264	143.3538513	18.572088	0.0	1	0	0	0	0	0	0	442	884	893	330	339	187	204					888.5	334.5	195.5
10463	1.0	0.0	0.0	0.0	0.0	0.0	0.0	15460.7751	8.181996336	55.92980458	35.84654197	8.975201	11130.3387	1	0	0	0	0	0	0	396	431	446	2843	2853	188	202					438.5	2848.0	195.0
10569	0.0	1.0	0.0	0.0	0.0	0.0	0.0	9526.336173	97.95492965	122.8876121	109.6627284	14.193961	0.0	0	1	0	0	0	0	0	244	396	404	576	589	191	203					400.0	582.5	197.0
10641	0.0	1.0	0.0	0.0	0.0	0.0	0.0	15304.605651	22.71600064	60.83919324	43.65915581	14.638714	0.0	0	1	0	0	0	0	0	392	759	771	1852	1862	192	210					765.0	1857.0	201.0
10695	1.0	0.0	0.0	0.0	0.0	0.0	0.0	15460.7751	170.2590287	199.1385742	185.6366214	11.845238	0.0	1	0	0	0	0	0	0	396	1339	1348	1344	1352	193	217					1343.5	1348.0	205.0
10724	0.0	1.0	0.0	0.0	0.0	0.0	0.0	11673.666045	0.0	30.14639392	11.6097754	15.800749	10817.9082	0	1	0	0	0	0	0	299	577	590	770	779	194	212	10724.0	3.0	1718.3681	489.1631	583.5	774.5	203.0
10862	1.0	0.0	0.0	0.0	0.0	0.0	0.0	38456.725932	3.6591	38.873142	20.31048826	11.735374	3788.2206	1	0	0	0	0	0	0	985	568	581	1570	1589	196	213					574.5	1579.5	204.5
10899	0.0	0.0	0.0	1.0	0.0	0.0	0.0	39549.912048000006	101.4337308	168.4955402	137.8491559	11.988755	0.0	0	0	0	1	0	0	0	1013	1062	1089	544	564	197	209					1075.5	554.0	203.0
10963	0.0	1.0	0.0	0.0	0.0	0.0	0.0	11751.750764999999	73.43809454	107.9371969	93.48221297	19.254019	0.0	0	1	0	0	0	0	0	301	716	728	1114	1125	198	219					722.0	1119.5	208.5
11223	0.0	1.0	0.0	0.0	0.0	0.0	0.0	72931.131009	15.03214598	110.2081302	65.89873232	27.345358	0.0	0	1	0	0	0	0	0	1868	671	711	1095	1120	202	239					691.0	1107.5	220.5
11304	1.0	0.0	0.0	0.0	0.0	0.0	0.0	17881.401501	69.27934738	98.87435522	84.59461418	16.25323	273.3767	1	0	0	0	0	0	0	458	613	624	1674	1689	203	213					618.5	1681.5	208.0
11602	0.0	1.0	0.0	0.0	0.0	0.0	0.0	15460.7751	23.89505408	53.71993665	39.55971876	10.461959	0.0	0	1	0	0	0	0	0	396	1308	1318	1126	1135	207	218					1313.0	1130.5	212.5
11653	1.0	0.0	0.0	0.0	0.0	0.0	0.0	16241.622327	45.57911532	84.43259263	66.37213593	10.293083	0.0	1	0	0	0	0	0	0	416	777	787	792	802	208	225					782.0	797.0	216.5
11761	0.0	0.0	0.0	1.0	0.0	0.0	0.0	156559.869	0.0	52.0872695	22.48633693	12.283987	24096.207	0	0	0	1	0	0	0	4010	581	602	1561	1585	209	232	11761.0	4.0	3553.8976	911.607	591.5	1573.0	220.5
11828	1.0	0.0	0.0	0.0	0.0	0.0	0.0	49349.54475	0.0	33.56837565	16.61297495	11.677162	9529.1321	1	0	0	0	0	0	0	1264	594	608	1592	1612	210	225	11828.0	1.0	1132.5608	406.302	601.0	1602.0	217.5
11956	1.0	0.0	0.0	0.0	0.0	0.0	0.0	117088.04169	0.0	65.57029403	29.64812519	13.939381	12653.4377	1	0	0	0	0	0	0	2999	585	604	1320	1340	212	241	11956.0	1.0	742.0226	261.4579	594.5	1330.0	226.5
12055	1.0	0.0	0.0	0.0	0.0	0.0	0.0	10346.22576	113.3235282	135.4361383	123.9205168	34.368423	0.0	1	0	0	0	0	0	0	265	967	977	2773	2779	213	227					972.0	2776.0	220.0
1254	1.0	0.0	0.0	0.0	0.0	0.0	0.0	17764.274412	16.62177223	47.66891655	33.01983796	13.654482	0.0	1	0	0	0	0	0	0	455	497	508	1290	1299	55	68					502.5	1294.5	61.5
1409	0.0	0.0	0.0	1.0	0.0	0.0	0.0	4491081.8685	0.0	127.561917	50.35837308	25.863249	1115338.05	0	0	0	1	0	0	0	115031	489	571	2611	2691	58	174	1409.0	65.0	72327.6749	15781.0873	530.0	2651.0	116.0
1468	0.0	1.0	0.0	0.0	0.0	0.0	0.0	19482.138314999997	29.2728	51.2274	38.98337663	140.6074	0.0	0	1	0	0	0	0	0	499	1155	1170	737	743	60	92					1162.5	740.0	76.0
12532	1.0	0.0	0.0	0.0	0.0	0.0	0.0	182640.16638	0.0	47.73144609	16.91395843	11.864029	130830.298	1	0	0	0	0	0	0	4678	605	636	1575	1637	220	254	12532.0	10.0	2968.0903	1020.8353	620.5	1606.0	237.0
12673	0.0	1.0	0.0	0.0	0.0	0.0	0.0	9682.505613000001	62.5810637	114.8908997	85.82822492	18.287012	0.0	0	1	0	0	0	0	0	248	718	729	1126	1140	222	238					723.5	1133.0	230.0
12691	0.0	0.0	0.0	1.0	0.0	0.0	0.0	28735.177959	111.9056119	153.8615124	134.9789582	14.626994	0.0	0	0	0	1	0	0	0	736	1100	1108	1772	1781	222	244					1104.0	1776.5	233.0
13026	1.0	0.0	0.0	0.0	0.0	0.0	0.0	10033.886870999999	4.67889611	32.90687212	18.81301587	14.619715	78.1076	1	0	0	0	0	0	0	257	498	505	1117	1124	227	238					501.5	1120.5	232.5
13046	1.0	0.0	0.0	0.0	0.0	0.0	0.0	12766.852161	4.67889611	23.4296719	15.61106967	13.018291	4374.0279	1	0	0	0	0	0	0	327	599	612	1546	1559	227	243					605.5	1552.5	235.0
13152	0.0	0.0	0.0	1.0	0.0	0.0	0.0	26822.102247000003	69.08897418	96.7642085	82.39788192	66.1439	0.0	0	0	0	1	0	0	0	687	722	731	540	553	229	247					726.5	546.5	238.0
13182	1.0	0.0	0.0	0.0	0.0	0.0	0.0	38105.344683	35.87388433	86.08671138	60.68569039	15.322297	0.0	1	0	0	0	0	0	0	976	854	872	2265	2274	229	243					863.0	2269.5	236.0
13319	0.0	1.0	0.0	0.0	0.0	0.0	0.0	9760.590342	14.50577927	52.11652638	28.04904362	8.813263	0.0	0	1	0	0	0	0	0	250	590	600	1266	1273	231	245					595.0	1269.5	238.0
13399	1.0	0.0	0.0	0.0	0.0	0.0	0.0	658254.21246	0.0	114.9894766	53.01101251	18.923431	92127.9618	1	0	0	0	0	0	0	16860	753	796	1703	1750	232	299	13399.0	12.0	5897.1268	1655.9043	774.5	1726.5	265.5
13686	0.0	0.0	0.0	1.0	0.0	0.0	0.0	16241.622327	42.8472298	70.99420187	58.1389953	12.008453	39.0538	0	0	0	1	0	0	0	416	480	492	795	805	236	248					486.0	800.0	242.0
13704	0.0	1.0	0.0	0.0	0.0	0.0	0.0	9018.785475	125.4744247	150.0072551	136.5341759	20.335453	0.0	0	1	0	0	0	0	0	231	1174	1182	1267	1274	236	248					1178.0	1270.5	242.0
13716	1.0	0.0	0.0	0.0	0.0	0.0	0.0	14172.377175000001	2.916	26.05826319	11.8227282	9.562452	4452.1355	1	0	0	0	0	0	0	363	625	638	1618	1628	236	247					631.5	1623.0	241.5
13873	0.0	0.0	0.0	1.0	0.0	0.0	0.0	60359.490657	71.14752948	130.1975972	108.297966	48.055046	0.0	0	0	0	1	0	0	0	1546	277	294	364	379	239	262					285.5	371.5	250.5
13901	1.0	0.0	0.0	0.0	0.0	0.0	0.0	447035.03748	0.0	84.75673841	26.23303807	19.105362	59400.8605	1	0	0	0	0	0	0	11450	475	504	1093	1131	239	286	13901.0	7.0	17964.7573	3544.1365	489.5	1112.0	262.5
13954	0.0	1.0	0.0	0.0	0.0	0.0	0.0	15226.520931000001	4.67889611	36.43722048	19.7467851	46.979897	4374.0279	0	1	0	0	0	0	0	390	772	783	1115	1135	240	248					777.5	1125.0	244.0
14217	0.0	0.0	0.0	1.0	0.0	0.0	0.0	101588.22423	21.9546	98.10895848	58.9290315	12.8288145	1405.9375	0	0	0	1	0	0	0	2602	588	609	912	924	244	283					598.5	918.0	263.5
14390	1.0	0.0	0.0	0.0	0.0	0.0	0.0	130869.99522000001	0.0	63.04672077	19.3259192	9.970849	45185.2699	1	0	0	0	0	0	0	3352	622	657	1544	1585	247	277	14390.0	7.0	3592.9515	1047.1989	639.5	1564.5	262.0
14499	1.0	0.0	0.0	0.0	0.0	0.0	0.0	55908.661454999994	98.76852463	141.8682542	121.6747698	47.52136	898.2379	1	0	0	0	0	0	0	1432	1000	1018	1869	1892	249	269					1009.0	1880.5	259.0
14878	0.0	0.0	0.0	1.0	0.0	0.0	0.0	508487.71427999996	0.0	143.0482564	76.76776458	21.752893	51863.4732	0	0	0	1	0	0	0	13024	422	484	794	846	257	318	14878.0	4.0	742.0226	263.0553	453.0	820.0	287.5
14881	0.0	1.0	0.0	0.0	0.0	0.0	0.0	12610.682721000001	13.19307267	50.18689824	30.7979319	15.949404	156.2153	0	1	0	0	0	0	0	323	769	784	981	989	257	276					776.5	985.0	266.5
14904	0.0	0.0	0.0	1.0	0.0	0.0	0.0	13938.123006	119.2945436	150.7984592	135.2422201	11.871879	0.0	0	0	0	1	0	0	0	357	1258	1268	433	447	258	271					1263.0	440.0	264.5
14937	1.0	0.0	0.0	0.0	0.0	0.0	0.0	124193.75148	39.32599987	110.4245629	72.85016253	25.369509	1601.2066	1	0	0	0	0	0	0	3181	764	785	1755	1782	258	287					774.5	1768.5	272.5
14942	1.0	0.0	0.0	0.0	0.0	0.0	0.0	18701.291088	48.65974781	85.9786335	72.68460426	70.203766	0.0	1	0	0	0	0	0	0	479	466	475	362	368	259	284					470.5	365.0	271.5
15146	1.0	0.0	0.0	0.0	0.0	0.0	0.0	15265.563290999999	43.49991839	85.503299	67.07884456	21.64263	0.0	1	0	0	0	0	0	0	391	772	783	1327	1336	262	279					777.5	1331.5	270.5
15253	1.0	0.0	0.0	0.0	0.0	0.0	0.0	10033.886870999999	58.33496397	96.47550296	77.22187351	15.335498	0.0	1	0	0	0	0	0	0	257	158	171	402	409	265	273					164.5	405.5	269.0
15359	1.0	0.0	0.0	0.0	0.0	0.0	0.0	77381.960202	10.9773	75.30813156	48.85722796	11.067539	585.8073	1	0	0	0	0	0	0	1982	702	722	2063	2082	266	284					712.0	2072.5	275.0
15426	1.0	0.0	0.0	0.0	0.0	0.0	0.0	16983.427185	10.9773	64.16900444	41.5407261	12.103777	0.0	1	0	0	0	0	0	0	435	820	831	1488	1502	267	280					825.5	1495.0	273.5
15486	1.0	0.0	0.0	0.0	0.0	0.0	0.0	252135.56960999998	4.67889611	122.2842717	54.95567482	11.467519	5311.3195	1	0	0	0	0	0	0	6458	203	226	397	438	269	309					214.5	417.5	289.0
15530	0.0	1.0	0.0	0.0	0.0	0.0	0.0	14875.139673	75.6879132	113.7053227	92.58936686	7.9397864	39.0538	0	1	0	0	0	0	0	381	1344	1354	835	850	269	280					1349.0	842.5	274.5
